dom_edific,nombre_est,nomb_abrev,telefono,comunas,barrio,longitude,latitude,,,,,,,,
Cnel. Ramón Lista 5256,Esc. Primaria Común Nº 16 Rdo. Padre Agustin P. Nores,EPjs 16,4568-4483,11,VILLA DEVOTO,-58.5235,-34.6142,,,,,,,,
Cnel. Ramón Lista 5256,Esc. Primaria p/Adultos Nº 16 Rdo. Padre Agustin P. Nores,EPA 16,4568-4483,11,VILLA DEVOTO,-58.5235,-34.6142,,,,,,,,
Helguera 3341,Jardín de Infantes Nucleado E Juana Manso (EPCjc 17/17º) [Sede],JIN E (17) (s),4501-9651,11,VILLA DEL PARQUE,-58.4955,-34.5983,,,,,,,,
Helguera 3341,Esc. Primaria Común Nº 17 Rodolfo Rivarola,EPjc 17,4501-8956,11,VILLA DEL PARQUE,-58.4955,-34.5983,,,,,,,,
Avda. Alvarez Jonte 4651,Esc. Primaria Común N° 03 Monte Castro,EPjs 03,4566-4798,10,MONTE CASTRO,-58.5041,-34.6188,,,,,,,,
Avda. Alvarez Jonte 4651,Esc. Primaria p/Adultos Nº 03 Monte Castro,EPA 03,4566-4798,10,MONTE CASTRO,-58.5041,-34.6188,,,,,,,,
Marcos Paz 1732,Jardín de Infantes Nucleado A (EPCjs 04/18º),JIN A (04),4566-2037,10,VELEZ SARSFIELD,-58.5015,-34.6237,,,,,,,,
Marcos Paz 1732,Esc. Primaria Común N° 04 Casimiro Aureliano Maciel,EPjs 04,4566-2037 4567-3835,10,VELEZ SARSFIELD,-58.5015,-34.6237,,,,,,,,
Avda. Rivadavia 9799,Jardín de Infantes Nucleado D (EPCjs 07/18º),JIN D (07),4683-1521 4674-0880,10,VILLA LURO,-58.5019,-34.6375,,,,,,,,
Avda. Rivadavia 9799,Esc. Primaria Común N° 07 República Arabe de Egipto,EPjs 07,4683-1521,10,VILLA LURO,-58.5019,-34.6375,,,,,,,,
Avda. Rivadavia 9799,Esc. Primaria p/Adultos Nº 07 República Arabe de Egipto,EPA 07,4683-1521,10,VILLA LURO,-58.5019,-34.6375,,,,,,,,
Yerbal 4965,Jardín de Infantes Nucleado D (EPCjc 08/18º) [Sede],JIN D (08) (s),4674-0880,10,VILLA LURO,-58.4962,-34.636,,,,,,,,
Yerbal 4965,Esc. Primaria Común Nº 08 Base Aerea Vicecomodoro Marambio,EPjc 08,4671-5159,10,VILLA LURO,-58.4962,-34.636,,,,,,,,
Lascano 4044,Jardín de Infantes Común Nº 04/18º,JIC 04/18,4566-2084 4567-7991,10,MONTE CASTRO,-58.4983,-34.6144,,,,,,,,
Lascano 4044,Esc. Primaria Común Nº 09 Provincia de Misiones,EPjc 09,4566-2084/6439,10,MONTE CASTRO,-58.4983,-34.6144,,,,,,,,
Dr. Luis Beláustegui 4949,Jardín de Infantes Nucleado D (EPCjc 10/18º),JIN D (10),4672-6740,10,VELEZ SARSFIELD,-58.4989,-34.6309,,,,,,,,
Dr. Luis Beláustegui 4949,Esc. Primaria Común Nº 10 Ada Maria Elflein,EPjc 10,4672-6740,10,VELEZ SARSFIELD,-58.4989,-34.6309,,,,,,,,
Avda. Gaona 4763,Jardín de Infantes Nucleado C (EPCjc 11/18º),JIN C (11),4671-1135 4672-3823,10,FLORESTA,-58.4897,-34.6273,,,,,,,,
Avda. Gaona 4763,Esc. Primaria Común Nº 11 República del Peru,EPjc 11,4672-3823 4671-1135,10,FLORESTA,-58.4897,-34.6273,,,,,,,,
Avda. Gaona 4763,Esc. Primaria p/Adultos Nº 11 República del Peru,EPA 11,4671-1135 4672-3823,10,FLORESTA,-58.4897,-34.6273,,,,,,,,
Camarones 4351,Jardín de Infantes Nucleado C (EPCjc 13/18º),JIN C (13),4567-0314,10,FLORESTA,-58.4957,-34.6226,,,,,,,,
Camarones 4351,Esc. Primaria Común Nº 13 Cnel. Jose Antonio Melian,EPjc 13,4567-0314,10,FLORESTA,-58.4957,-34.6226,,,,,,,,
Camarones 4351,Esc. de Música N° 02,EMus 02,4567-0314,10,FLORESTA,-58.4957,-34.6226,,,,,,,,
Arregui 6840,Jardín de Infantes Nucleado B (EPCjs 14/18º) [Sede],JIN B (14) (s),4644-1728,10,VERSALLES,-58.5284,-34.6295,,,,,,,,
Arregui 6840,Esc. Primaria Común Nº 14 Guillermo Enrique Hudson,EPjs 14,4642-8772,10,VERSALLES,-58.5284,-34.6295,,,,,,,,
Avda. Segurola 1104,Jardín de Infantes Nucleado C (EPCjc 15/18º) [Sede],JIN C (15) (s),4566-3586,10,VELEZ SARSFIELD,-58.493,-34.6257,,,,,,,,
Avda. Segurola 1104,Esc. Primaria Común Nº 15 Manuel Peña,EPjc 15,4567-2485,10,VELEZ SARSFIELD,-58.493,-34.6257,,,,,,,,
Bruselas 721,Jardín de Infantes Común Nº 02/18º El Trencito de Versalles,JIC 02/18,4644-0949,10,VERSALLES,-58.5225,-34.6293,,,,,,,,
Bruselas 721,Esc. Primaria Común Nº 16 John F. Kennedy,EPjs 16,4641-0486,10,VERSALLES,-58.5225,-34.6293,,,,,,,,
Bruselas 721,Centro Educativo Complementario de Idiomas Extranjeros Nº 18,CECIE 18,4641-0486,10,VERSALLES,-58.5225,-34.6293,,,,,,,,
Santo Tomé 4529,Jardín de Infantes Nucleado A (EPCjs 17/18º),JIN A (17),4556-4499,10,MONTE CASTRO,-58.5057,-34.6153,,,,,,,,
Santo Tomé 4529,Esc. Primaria Común Nº 17 Tte. Gral. Luis Maria Campos,EPjc 17,4566-4499,10,MONTE CASTRO,-58.5057,-34.6153,,,,,,,,
Juan Agustín García 5265,Esc. Primaria Común Nº 18 Gendarmeria Nacional,EPjs 18,4567-5637,10,MONTE CASTRO,-58.5069,-34.6271,,,,,,,,
Barragán 366,Jardín de Infantes Nucleado B (EPCjs 20/18º),JIN B (20),4641-3115/3155,9,LINIERS,-58.523,-34.6364,,,,,,,,
Barragán 366,Esc. Primaria Común Nº 20 Mariano Sanchez de Loria,EPjs 20,4641-3115,9,LINIERS,-58.523,-34.6364,,,,,,,,
Cuzco 116,Jardín de Infantes Nucleado B (EPCjc 22/18º),JIN B (22),4641-3955,9,LINIERS,-58.528,-34.6381,,,,,,,,
Cuzco 116,Esc. Primaria Común Nº 22 Provincia de Santa Cruz,EPjc 22,4641-3955,9,LINIERS,-58.528,-34.6381,,,,,,,,
Cuzco 116,Esc. Primaria p/Adultos Nº 22 Provincia de Santa Cruz,EPA 22,4641-3955,9,LINIERS,-58.528,-34.6381,,,,,,,,
Montiel 153,Centro de Formación Profesional N° 26 (anexo),CFP 26 (a),4641-3955,9,LINIERS,-58.5265,-34.641,,,,,,,,
Aníbal Pedro Arbeletche 1052,Jardín de Infantes Nucleado B Homero Manzi (EPCjc 10/19º),JIN B (10),4922-6261,4,NUEVA POMPEYA,-58.4237,-34.6458,,,,,,,,
Aníbal Pedro Arbeletche 1052,Esc. Primaria Común Nº 10 Juan Andres de la Peña,EPjc 10,4922-6261,4,NUEVA POMPEYA,-58.4237,-34.6458,,,,,,,,
Pje. La Constancia 2524,Esc. Primaria Común Nº 11 Ignacio Fermin Rodriguez,EPjs 11,4918-4470,4,NUEVA POMPEYA,-58.4322,-34.6477,,,,,,,,
Martínez Castro 3061,Esc. de Educación Media N° 05/19° E.Reingreso,EEM 05/19 R,4919-9094,8,VILLA SOLDATI,-58.449,-34.6623,,,,,,,,
Avda. Cobo y Pte. C. Torres y Tenorio 2147,Esc. Primaria Común Nº 12 Jose Enrique Rodo,EPjs 12,4632-4633,7,FLORES,-58.441,-34.6454,,,,,,,,
Avda. Cobo y Pte. C. Torres y Tenorio 2147,Esc. Primaria p/Adultos Nº 12 Jose Enrique Rodo,EPA 12,4632-4633,7,FLORES,-58.441,-34.6454,,,,,,,,
Itaquí 2050,Jardín de Infantes Común Nº 02/19º,JIC 02/19,4918-9800 4919-2088,4,NUEVA POMPEYA,-58.4318,-34.6536,,,,,,,,
Itaquí 2050,Esc. Primaria Común Nº 13 Presbítero Alberti,EPjc 13,4918-9800,4,NUEVA POMPEYA,-58.4318,-34.6536,,,,,,,,
Avda. Intendente Francisco Rabanal 2751,Jardín de Infantes Nucleado A (EPCjc 14/19º),JIN A (14),4918-7594,8,VILLA SOLDATI,-58.4344,-34.6619,,,,,,,,
Avda. Intendente Francisco Rabanal 2751,Esc. Primaria Común Nº 14 Capitana Maria Remedios del Valle,EPjc 14,4918-7594,8,VILLA SOLDATI,-58.4344,-34.6619,,,,,,,,
Portela 3150,Esc. Primaria Común Nº 15 Evaristo Carriego,EPjc 15,4918-4400,8,VILLA SOLDATI,-58.4429,-34.662,,,,,,,,
Avda. Lafuente 2670,Jardín de Infantes Común Nº 08/19º,JIC 08/19,4918-3541,8,VILLA SOLDATI,-58.4442,-34.6582,,,,,,,,
Avda. Lafuente 2670,Esc. Primaria Común Nº 16 William C. Morris,EPjs 16,4918-3541,8,VILLA SOLDATI,-58.4442,-34.6582,,,,,,,,
Corrales 3420 / 3450,Jardín de Infantes Común Nº 03/19º,JIC 03/19,4918-9636 4919-2789,8,VILLA SOLDATI,-58.444,-34.6658,,,,,,,,
Corrales 3420 / 3450,Esc. Primaria Común Nº 17 Gaspar Lucilo Benavento,EPjs 17,4918-9636,8,VILLA SOLDATI,-58.444,-34.6658,,,,,,,,
Corrales 3420 / 3450,Centro Educativo de Nivel Secundario N° 77,CENS 77,4918-9636,8,VILLA SOLDATI,-58.444,-34.6658,,,,,,,,
Corrales 3420 / 3450,CENOF Centro Corrales,CENOF Corrales,4918-9636,8,VILLA SOLDATI,-58.444,-34.6658,,,,,,,,
Corrales 3420 / 3450,Jardín de Infantes Común Nº 07/19º,JIC 07/19,4919-2790,8,VILLA SOLDATI,-58.4447,-34.6661,,,,,,,,
Corrales 3420 / 3450,Esc. Primaria Común Nº 18 San Juan Bautista de La Salle,EPjs 18,4918-1388,8,VILLA SOLDATI,-58.4447,-34.6661,,,,,,,,
Corrales 3420 / 3450,Esc. Primaria p/Adultos Nº 18 San Juan Bautista de La Salle,EPA 18,4918-1388,8,VILLA SOLDATI,-58.4447,-34.6661,,,,,,,,
Pje. L,Pje. L entre Lacarra y Laguna,Esc. Primaria Común Nº 19 Jose Martí,EPjs 19,19,8,-58.456,-34.6589,,,,,,,,
Pje. L,Mariano Acosta y Castañares,Esc. Primaria p/Adultos Nº 19 Jose Martí,EPA 19,19,8,-58.456,-34.6589,,,,,,,,
Varela y Avda. Perito Moreno,Centro Educativo Cursos Especiales - Arturo Jauretche - Comedor Niños Felices,CECE A.Jauretche,,7,FLORES,-58.4408,-34.6502,,,,,,,,
Miralla y Barros Pazos,Centro de Alfabetización, Educación Básica y Trabajo N° 25 Los Patitos,CAEByT 25,Dir de Educación del Adulto y del Adolescente,21,-58.4662,-34.6759,,,,,,,,
Ana María Janer y Pte. Camilo Torres y Tenorio, Bo Illia,Ana Maria Janer y Camilo Torres - Barrio Illia,Centro de Alfabetización, Educ Básica y Trabajo para Jóvenes y Adultos),1,-58.4365,-34.6479,102457,97928.3,,,,,,
Martínez Castro S/N  B° Carrillo, E,Martínez Castro - Local 16/17,Centro de Alfabetización, Educ Básica y Trabajo para Jóvenes y Adultos),1,-58.456,-34.6559,100672,97043.9,,,,,,
Martínez Castro S/N  B° Carrillo, E,Martínez Castro y Pasaje D,CENOF Centro Carrillo,Gerencia Operativa de Educación y Trabajo,19,-58.456,-34.6559,,,,,,,,
Martínez Castro S/N  B° Carrillo, E,Martínez Castro y Pje. F,Centro de Actividades Infantiles y Juveniles Club Carrillo,Dir Gral de Estrategias para Educabilidad,19,-58.456,-34.6559,,,,,,,,
Martínez Castro S/N  B° Carrillo, E,Martínez Castro - Local 16/17,Centro de Alfabetización, Educ Básica y Trabajo para Jóvenes y Adultos),1,-58.456,-34.6559,100672,97043.9,,,,,,
Avda. Castañares 2650,Centro de Formación Profesional N° 16 (anexo) - SGBATOS,CFP 16 SGBATOS (a),4613-4495/98,7,FLORES,-58.4495,-34.6481,,,,,,,,
Avda. Sáenz 631,Esc. de Educacion Media N° 04/19° Homero Manzi,EEM 04/19,4912-7887,4,NUEVA POMPEYA,-58.4164,-34.647,,,,,,,,
Guaminí 1167,Esc. Primaria Común N° 01 De la Independencia Argentina,EPjs 01,4641-3211,9,LINIERS,-58.5231,-34.6523,,,,,,,,
Montiel 1041,Esc. Primaria Común N° 02 Dr. Francisco Melitón Alvarez,EPjs 02,4641-3921,9,LINIERS,-58.5259,-34.6507,,,,,,,,
Montiel 153,Esc. Primaria Común N° 03 República Francesa,EPjc 03,4641-0275,9,LINIERS,-58.5265,-34.641,,,,,,,,
Montiel 153,CENOF Centro Montiel,CENOF Montiel,4641-0275,9,LINIERS,-58.5265,-34.641,,,,,,,,
Cnel. Ramón L. Falcón 6702,Jardín de Infantes Nucleado B (EPCjc 04/20º),JIN B (04),4641-0679,9,LINIERS,-58.5213,-34.6404,,,,,,,,
Cnel. Ramón L. Falcón 6702,Esc. Primaria Común N° 04 Gral. Félix de Olazabal,EPjc 04,4641-0679,9,LINIERS,-58.5213,-34.6404,,,,,,,,
Tandil 6690,Esc. Primaria Común N° 05 Vicente López y Planes,EPjc 05,4687-0134,9,MATADEROS,-58.5029,-34.6626,,,,,,,,
Avda. Eva Perón 7431,Jardín de Infantes Nucleado A (EPCjs 06/20º),JIN A (06),4687-0672,9,MATADEROS,-58.5011,-34.6734,,,,,,,,
Avda. Eva Perón 7431,Esc. Primaria Común N° 06 Prof. Felipe Boero,EPjs 06,4687-0672,9,MATADEROS,-58.5011,-34.6734,,,,,,,,
Avda. Eva Perón 7431,Esc. Primaria p/Adultos Nº 06 Prof. Felipe Boero,EPA 06,4687-0672,9,MATADEROS,-58.5011,-34.6734,,,,,,,,
Aquino 6040,Esc. de Comercio Nº 12 Juan XXIII,EC 12,4601-1292/4698/1498,8,VILLA LUGANO,-58.4803,-34.6776,,,,,,,,
Cnel. Martiniano Chilavert 5460,Esc. Técnica Nº 13 Ing. Jose Luis Delpini,ET 13,4605-9506 4602-4955,8,VILLA LUGANO,-58.4675,-34.6793,,,,,,,,
Soldado de la Frontera 5155,Esc. de Bellas Artes Lola Mora,EBArt L Mora,4605-0172 4605-8743,8,VILLA LUGANO,-58.4645,-34.6851,,,,,,,,
Soldado de la Frontera 5155,Curso Vocacional de Folklore Nº 24,CV Folk 24,4601-0172 4605-8743,8,VILLA LUGANO,-58.4645,-34.6851,,,,,,,,
Avda. Larrazábal 5140,Esc. Primaria Común N° 02 Maestro Eduardo Luis Vicente,EPjc 02,4605-2653,8,VILLA LUGANO,-58.4588,-34.6852,,,,,,,,
Avda. Larrazábal 5140,Esc. de Comercio Nº 35 Leopoldo Marechal,EC 35,4605-2649,8,VILLA LUGANO,-58.4588,-34.6853,,,,,,,,
Carhué 2157,Jardín de Infantes Nucleado C (EPCjs 07/20º),JIN C (07),4687-0216/1024,9,MATADEROS,-58.5104,-34.6608,,,,,,,,
Carhué 2157,Esc. Primaria Común N° 07 Aristóbulo del Valle,EPjs 07,4687-0216/1024,9,MATADEROS,-58.5104,-34.6608,,,,,,,,
Fonrouge 346,Jardín de Infantes Nucleado B (EPCjc 08/20º) [Sede],JIN B (08) (s),4642-5524,9,LINIERS,-58.5121,-34.6423,,,,,,,,
Fonrouge 346,Esc. Primaria Común Nº 08 Dr. Dalmacio Velez Sarsfield,EPjc 08,4641-1594,9,LINIERS,-58.5121,-34.6423,,,,,,,,
Avda. Larrazábal 420,Jardín de Infantes Nucleado B (EPCjs 09/20º),JIN B (09),4641-3460,9,LINIERS,-58.5119,-34.6433,,,,,,,,
Avda. Larrazábal 420,Esc. Primaria Común Nº 09 Jose Maria Torres,EPjs 09,4641-3460,9,LINIERS,-58.5119,-34.6433,,,,,,,,
Avda. Lisandro de la Torre 1171,Jardín de Infantes Nucleado C (EPCjs 10/20º),JIN C (10),4642-8771,9,LINIERS,-58.5153,-34.6511,,,,,,,,
Avda. Lisandro de la Torre 1171,Esc. Primaria Común Nº 10 Alfonsina Storni,EPjs 10,4642-8771,9,LINIERS,-58.5153,-34.6511,,,,,,,,
Avda. Lisandro de la Torre 1171,Esc. Primaria p/Adultos Nº 10 Alfonsina Storni,EPA 10,4642-8771,9,LINIERS,-58.5153,-34.6511,,,,,,,,
Avda. Cnel. Cárdenas 2652,Esc. Primaria Común Nº 11 Emilio Von Behring,EPjs 11,4687-2077,9,MATADEROS,-58.5021,-34.6665,,,,,,,,
Montiel 153,Curso Vocacional de Folklore Nº 20,CV Folk 20,4687-2077,9,LINIERS,-58.5265,-34.641,,,,,,,,
García de Cossio 5570,Jardín de Infantes Nucleado B (EPCjs 12/20º),JIN B (12),4682-1864,10,VILLA LURO,-58.5088,-34.6403,,,,,,,,
García de Cossio 5570,Esc. Primaria Común Nº 12 Prof. Ramon J. Gene,EPjs 12,4682-1864,10,VILLA LURO,-58.5088,-34.6403,,,,,,,,
García de Cossio 5570,Centro Educativo de Nivel Secundario N° 25,CENS 25,4682-1864,10,VILLA LURO,-58.5088,-34.6403,,,,,,,,
Cosquín 1943,Jardín de Infantes Nucleado C (EPCjs 13/20º),JIN C (13),4687-1283,9,MATADEROS,-58.51,-34.6585,,,,,,,,
Cosquín 1943,Esc. Primaria Común Nº 13 República de Filipinas,EPjs 13,4687-1283,9,MATADEROS,-58.51,-34.6585,,,,,,,,
Avda. de los Corrales 7040,Jardín de Infantes Nucleado A (EPCjc 14/20º),JIN A (14),4687-1623,9,MATADEROS,-58.5043,-34.6663,,,,,,,,
Avda. de los Corrales 7040,Esc. Primaria Común Nº 14 Islas Malvinas,EPjc 14,4687-1623,9,MATADEROS,-58.5043,-34.6663,,,,,,,,
Avda. Lisandro de la Torre 550,Jardín de Infantes Nucleado B (EPCjc 15/20º),JIN B (15),4641-3192 4642-8771,9,LINIERS,-58.5203,-34.645,,,,,,,,
Avda. Lisandro de la Torre 550,Esc. Primaria Común Nº 15 República Islámica de Pakistán,EPjc 15,4641-3192,9,LINIERS,-58.5203,-34.645,,,,,,,,
Martiniano Leguizamón 1470,Jardín de Infantes Nucleado C (EPCjc 16/20º) [Sede],JIN C (16) (s),4686-3671,9,MATADEROS,-58.5083,-34.6524,,,,,,,,
Martiniano Leguizamón 1470,Esc. Primaria Común Nº 16 Dr. Martiniano Leguizamón,EPjc 16,4687-0063,9,MATADEROS,-58.5083,-34.6524,,,,,,,,
Ibarrola 7249,Esc. Primaria Común Nº 17 Carlos Morel,EPjs 17,4641-0072,9,LINIERS,-58.5282,-34.6415,,,,,,,,
Ibarrola 7249,Esc. Primaria p/Adultos Nº 17 Carlos Morel,EPA 17,4641-0072,9,LINIERS,-58.5282,-34.6415,,,,,,,,
Murguiondo 76,Jardín de Infantes Nucleado B (EPCjc 18/20º),JIN B (18),4641-3131,9,LINIERS,-58.5185,-34.64,,,,,,,,
Murguiondo 76,Esc. Primaria Común Nº 18 República de Corea,EPjc 18,4641-3131,9,LINIERS,-58.5185,-34.64,,,,,,,,
Cosquín 3100,Jardín de Infantes Nucleado A (EPCjc 19/20º) [Sede],JIN A (19) (s),4686-5385,9,MATADEROS,-58.4975,-34.6688,,,,,,,,
Cosquín 3100,Esc. Primaria Común Nº 19 Roma,EPjc 19,4687-3137,9,MATADEROS,-58.4975,-34.6688,,,,,,,,
Murguiondo 1347,Jardín de Infantes Nucleado C (EPCjc 20/20º),JIN C (20),4687-1738/1283,9,MATADEROS,-58.508,-34.6518,,,,,,,,
Murguiondo 1347,Esc. Primaria Común Nº 20 Juan Ramón Jimenez,EPjc 20,4687-1738,9,MATADEROS,-58.508,-34.6518,,,,,,,,
Murguiondo 1347,Centro Educativo Complementario de Idiomas Extranjeros Nº 20,CECIE 20,4687-1738,9,MATADEROS,-58.508,-34.6518,,,,,,,,
Goleta Santa Cruz 6999,Jardín de Infantes Nucleado A (EPCjs 21/20º),JIN A (21),4601-4875,8,VILLA LUGANO,-58.4938,-34.6798,,,,,,,,
Goleta Santa Cruz 6999,Esc. Primaria Común Nº 21 Soldado de Malvinas,EPjs 21,4601-4875,8,VILLA LUGANO,-58.4938,-34.6798,,,,,,,,
Cafayate 5388,CENOF Centro Cafayate,CENOF Cafayate,4605-3904,8,VILLA LUGANO,-58.4636,-34.6885,,,,,,,,
Berón de Astrada 6351,Esc. Primaria Común Nº 16 Dr. Sofanor Novillo Corvalan,EPjs 16,4605-2128,8,VILLA RIACHUELO,-58.4672,-34.6918,,,,,,,,
Berón de Astrada 6351,Esc. de Educacion Media N° 05/21° Juan Manuel Fangio,EEM 05/21,4605-2128,8,VILLA RIACHUELO,-58.4672,-34.6918,,,,,,,,
Avda. Tte. Gral. Dellepiane y Avda. Escalada,Centro de Actividades Infantiles y Juveniles Club América,CAIyJ C América,4605-2128,8,VILLA LUGANO,-58.4713,-34.6633,,,,,,,,
Avda. Cnel. Roca,Pta. 9, Autodromo,Avda. Cnel. Roca - Pta. 9,1,Dir de Educación Primaria,-58.4612,-34.6907,93182.7,,,,,,,
Sumaça de la Santísima Trinidad 5088,Esc. de Recuperación Nº 21,ER 21,4605-0250,8,VILLA LUGANO,-58.4679,-34.6867,,,,,,,,
Fonrouge 4211,Escuela Infantil N° 05/21°,EI 05/21,4602-6075,8,VILLA LUGANO,-58.4685,-34.6763,,,,,,,,
Avda. Larrazábal 5140,Esc. de Educación Media N° 06/21° E.Reingreso,EEM 06/21 R,4603-2653,8,VILLA LUGANO,-58.4588,-34.6853,,,,,,,,
Soldado de la Frontera 5140,Centro Educativo de Nivel Secundario N° 14,CENS 14,4604-1160,8,VILLA LUGANO,-58.4645,-34.6848,,,,,,,,
Soldado de la Frontera 5140,Centro de Formación Profesional N° 04 (anexo),CFP 04 (a),4686-2196 4687-1719,8,VILLA LUGANO,-58.4645,-34.6848,,,,,,,,
José León Suárez 5157,Centro Educativo de Nivel Primario N° 59 - Centro de Acción Familiar Nº 27,CENP 59,4601-2425,8,VILLA RIACHUELO,-58.4782,-34.6893,,,,,,,,
Tabaré 6578,Centro Educativo de Nivel Primario N° 60 - 22 - FUNDAVIR,CENP 60-22,4672-2684,8,VILLA RIACHUELO,-58.471,-34.6918,,,,,,,,
Tabaré 6578,Centro Educativo Cursos Especiales - FUNDAVIR,CECE Fundavir,4672-2684,8,VILLA RIACHUELO,-58.471,-34.6918,,,,,,,,
Avda. Gral. Las Heras 2670,Escuela Infantil N° 08/01°,EI 08/01,,2,RECOLETA,-58.4004,-34.5848,,,,,,,,
Bolívar 263,Colegio Nacional de Buenos Aires,Col Nacional Buenos Aires,4331-1290/6777,1,MONTSERRAT,-58.3736,-34.611,,,,,,,,
Marcelo T. de Alvear 1851,Escuela Superior de Comercio Carlos Pellegrini,Esc Sup de Com C Pellegrini,4815-4001/6010,2,RECOLETA,-58.394,-34.5972,,,,,,,,
Bulnes 45,Curso Vocacional de Folklore N° 10,CV Folk 10,4863-3844,5,ALMAGRO,-58.4184,-34.6104,,,,,,,,
Corvalán 3698,"Esc. Federal de Policia ""Cnel.Ramón L.Falcón""",E Fed de Policía Cnel.R Falcón,4346-5700,8,VILLA LUGANO,-58.4676,-34.6714,,,,,,,,
Agüero 2502,Escuela Nacacional de Bibliotecarios,Esc Nac de Bibliotecarios,4801-0030,2,RECOLETA,-58.3978,-34.5847,,,,,,,,
Avda. Ramos Mejía 1398,Inst. Superior de Enseñanza de Radiodifusión I.S.E.R.,ISER,4343-0960,1,RETIRO,-58.3745,-34.5911,,,,,,,,
Avda. Medrano 250,"Colegio Universitario ""Doctor Pierre Fauchard""",Col Univ Doc Pierre Fauchard,4983-2057,5,ALMAGRO,-58.4216,-34.6078,,,,,,,,
Viamonte 1516,Inst. Superior de Arte del Teatro Colón,I Sup de Arte del Teatro Colón,4372-5050,1,SAN NICOLAS,-58.3883,-34.6008,,,,,,,,
Sarmiento 2573,Escuela Metropolitana de Arte Dramático,Esc Metropol de Arte Dramático,4953-9368/42,3,BALVANERA,-58.4031,-34.6062,,,,,,,,
José P. T. Batlle y Ordóñez e/Martínez Castro y Laguna,Martinez Castro y Laguna, manzana 5, Casa 53,CENOF (Centro de Educación No Formal),1,-58.4525,-34.6597,100986,96624.8,,,,,,
Cañada de Gómez 3850,Jardín Maternal N° 05/20° (a),JM 05/20( a),4862-1162,8,VILLA LUGANO,-58.4864,-34.6761,,,,,,,,
Mario Bravo 234,Esc. de Educación Media N° 01/02° E.Reingreso,EEM 01/02 R,4861-5527,5,ALMAGRO,-58.4176,-34.6079,,,,,,,,
Rosario 532,IUPFA,IUPFA,4905-5087,6,CABALLITO,-58.4362,-34.6196,,,,,,,,
Fraga 638,Centro de Formación Profesional N° 10 - Raul Scalabrini Ortiz (anexo) - SEC,CFP 10 SEC (a),4552-3340,15,CHACARITA,-58.4528,-34.5847,,,,,,,,
Cnel. Martiniano Chilavert 2680,Escuela Infantil N° 09/19°,EI 09/19,,8,VILLA SOLDATI,-58.4405,-34.6556,,,,,,,,
Adolfo Alsina 1825,Centro Educativo de Nivel Secundario N° 80,CENS 80,4959-3000 int. 2794,3,BALVANERA,-58.3922,-34.6114,,,,,,,,
Bacacay 3542,Centro Educativo de Nivel Secundario N° 85,CENS 85,4611-0873,10,FLORESTA,-58.4781,-34.6306,,,,,,,,
Caracas 2372,Centro Educativo de Nivel Secundario N° 86,CENS 86,4581-8571,11,VILLA DEL PARQUE,-58.4759,-34.6053,,,,,,,,
Gabriela Mistral 3376,Centro Educativo de Nivel Secundario N° 87,CENS 87,4572-2000,11,VILLA DEVOTO,-58.5075,-34.591,,,,,,,,
Miranda 4173,Centro Educativo de Nivel Secundario N° 88,CENS 88,4648-1632,10,MONTE CASTRO,-58.4974,-34.6168,,,,,,,,
Adolfo Alsina 2185,Curso Vocacional de Folklore N° 17,CV Folk 17,,3,BALVANERA,-58.3971,-34.6118,,,,,,,,
Gral. Urquiza 277,Curso Vocacional de Folklore N° 05,CV Folk 05,4863-2554,3,BALVANERA,-58.41,-34.6137,,,,,,,,
3 de Febrero 2463,Esc. Normal Superior N° 10 Juan Bautista Alberdi (anexo),ENS 10 J B Alberdi (a),4788-5465,13,BELGRANO,-58.4547,-34.556,,,,,,,,
Carlos Calvo 3150,Esc. Normal Superior N° 08 Pte. Julio Argentino Roca (anexo),ENS 08 J A Roca (a),4931-2283,3,SAN CRISTOBAL,-58.4098,-34.6227,,,,,,,,
Sarmiento 1136,Centro de Terminalidad a Distancia - Sindicato U.P.C.N. Sede Anses,CTD (a) ANSES,4381-5556,1,SAN NICOLAS,-58.3825,-34.6052,,,,,,,,
Lafinur 3331,Centro Educativo Cursos Especiales - Santa Elena,CECE Santa Elena,4672-2684,14,PALERMO,-58.4122,-34.5773,,,,,,,,
Avda. Dorrego 679,Centro de Formación Profesional N° 11 (anexo) - Talleres Dorrego,CFP 11 (a) Talleres Dorrego,4854-5100/8279,15,CHACARITA,-58.4487,-34.593,,,,,,,,
Querandíes 4290,CENOF Centro IMPA,CENOF  IMPA,,5,ALMAGRO,-58.4272,-34.6114,,,,,,,,
Rincón 675,CENOF Centro Cáritas Rincón,CENOF Cáritas Rincón,4942-4910,3,BALVANERA,-58.3962,-34.6169,,,,,,,,
Pte. José Evaristo Uriburu 650,CENOF Centro AMIA,CENOF AMIA,4959-8800/8824,3,BALVANERA,-58.3987,-34.6016,,,,,,,,
Basualdo 2850,Escuela Infantil N° 04/13°,EI 04/13,4601-1164,8,VILLA LUGANO,-58.4741,-34.6638,,,,,,,,
Avda. Rivadavia 4950,Instituto de Formación Técnica Superior N° 01 (anexo),IFTS 01 (a),4328-6354 INT105,6,CABALLITO,-58.4353,-34.618,,,,,,,,
Yapeyú 197,Centro de Formación Profesional N° 34 - Profesor R Albergucci Casa Pio IX,CFP 34 (a),4981-2619/0437,5,ALMAGRO,-58.4218,-34.6144,,,,,,,,
